7567,6316,6,14,0,10043
5815,8060,25,11,0,37131
4301,6400,19,32,0,28203
7743,3596,28,11,0,41683
8165,4445,15,13,0,22914
3892,1095,19,11,0,28759
2747,9416,26,11,0,38060
7950,7302,1,11,0,2480
4145,6419,12,47,0,18628
1346,9631,4,47,0,6873
2791,7693,21,11,0,31130
6972,699,17,11,0,25749
6687,1650,19,47,0,28564
1281,3710,0,14,0,460
8165,4775,9,11,0,13437
8436,3944,17,11,0,24567
2740,1576,20,11,0,28829
3144,7506,1,47,0,2371
3557,4404,16,14,0,23920
5942,2775,11,13,0,16412
845,696,6,11,0,10043
3535,4011,29,11,0,42730
2998,9285,1,47,0,2026
8758,7573,20,13,0,29916
9321,4973,13,11,0,19972
8165,9901,27,11,0,40144
8201,1780,23,11,0,34039
6114,6938,29,11,0,42949
58,4301,4,12,0,5780
5931,6656,10,14,0,15526
8664,7027,15,11,0,22975
6616,2802,1,13,0,2203
6347,7380,4,14,0,6486
4042,3733,4,13,0,6523
2083,5794,12,11,0,18321
4638,8679,28,11,0,41580
3213,948,14,11,0,21401
4329,7537,1,32,0,2524
5359,1197,9,14,0,14032
5475,2358,0,47,0,1381
656,3175,17,13,0,25540
6629,645,24,11,0,35194
6329,5192,24,11,0,35871
3912,1165,13,11,0,19955
8705,5978,0,14,0,1132
2378,3836,15,11,0,22208
8955,3704,3,15,0,5309
2617,1408,25,11,0,37287
1429,7302,0,11,0,917
4409,1252,4,14,0,6345
9536,8898,27,47,0,39461
8761,8214,3,47,0,5635
2485,6202,28,11,0,40771
327,3172,8,13,0,12255
1075,7976,2,11,0,4137
5137,8461,21,14,0,31190
3912,8679,25,11,0,36716
744,5480,17,11,0,25435
6511,2045,9,11,0,13712
8608,5368,23,13,0,34376
1429,10120,0,11,0,943
3998,8673,29,11,0,41798
4140,2434,28,13,0,40389
5114,1437,22,11,0,32820
7567,5740,17,13,0,25456
3144,8134,5,14,0,7239
5922,4682,15,11,0,22977
5475,2361,0,47,0,1355
2998,5971,22,15,0,33032
4093,1269,25,11,0,37262
3728,8024,2,12,0,3957
2286,143,1,11,0,1909
6753,851,23,11,0,33668
1075,8817,4,13,0,6718
4893,10328,3,32,0,5726
6161,7060,13,15,0,20121
3728,9037,1,12,0,1629
6560,9207,4,13,0,6330
1830,2578,29,11,0,42951
3701,6787,20,47,0,30118
7950,5067,2,11,0,3875
5117,845,14,11,0,20886
6279,8818,29,11,0,42881
9127,9246,26,47,0,38276
7273,2065,10,12,0,15776
7409,2101,25,11,0,37150
973,268,17,13,0,25806
9534,5891,26,11,0,38247
5114,1848,24,11,0,35159
5826,5651,13,47,0,19791
5948,4682,14,11,0,21277
5752,3040,5,14,0,7242
5942,122,0,11,0,1368
2177,9562,4,14,0,7197
7707,8971,2,12,0,3828
8705,6490,26,13,0,38669
2976,3278,2,11,0,3985
5830,6563,3,11,0,4322
9379,1467,6,11,0,9380
7497,5172,26,11,0,38505
2941,4670,12,11,0,18478
546,996,10,11,0,15825
9314,5065,5,11,0,8371
1431,1146,17,11,0,25795
4526,3510,4,13,0,6899
1411,4544,10,32,0,15526
2747,6103,29,11,0,42594
4298,4149,19,47,0,28449
9873,5910,21,11,0,30932
8498,9745,29,11,0,42925
2366,9897,3,14,0,5139
3535,3257,27,11,0,40214
3559,348,1,11,0,1931
5613,7284,18,11,0,26984
3201,7596,18,13,0,26551
8758,2130,2,11,0,4147
2142,7632,14,11,0,20700
5114,5388,15,13,0,22453
73,699,3,11,0,5182
8047,8469,3,14,0,5720
2726,2958,16,11,0,24293
1976,3896,28,11,0,41553
764,6266,14,11,0,21430
4864,9459,1,11,0,2525
5830,5172,10,11,0,14487
2150,6523,6,11,0,9637
9127,6331,8,11,0,12253
5639,8433,13,14,0,19538
2941,3507,29,13,0,43106
7743,7694,7,11,0,10662
2718,1366,17,13,0,24520
2107,2486,15,11,0,22542
8124,3397,5,15,0,8378
8510,5197,13,11,0,19860
7743,6603,23,11,0,34270
3525,5697,8,11,0,11993
5260,8386,11,11,0,16632
833,3373,2,15,0,3591
5830,2305,14,35,0,21388
8217,4493,2,15,0,3842
5972,9340,15,13,0,22823
2075,3172,14,13,0,21347
7864,5994,15,13,0,22845
3570,7232,17,13,0,25613
302,5557,5,14,0,7234
5705,4682,16,11,0,24167
7743,6603,29,11,0,42379
6446,3469,2,47,0,4296
3632,3498,1,11,0,2480
7743,1344,13,13,0,19400
2747,1718,28,11,0,40967
5633,952,26,11,0,38682
302,7425,3,14,0,4359
6224,8704,28,11,0,41044
5260,5469,9,11,0,13625
4073,999,26,11,0,38206
5260,10231,12,11,0,18515
7596,6918,11,11,0,17158
5231,4975,22,11,0,32833
4325,3678,6,14,0,9298
3851,4773,5,11,0,7908
6367,3559,20,12,0,29278
8746,2905,4,11,0,7057
2617,9030,26,11,0,38137
1075,8523,10,14,0,15329
3300,5809,15,11,0,22042
8761,4350,18,11,0,27223
6025,8679,15,11,0,22581
58,7672,1,12,0,2168
5992,3406,4,23,0,5766
7743,5929,16,11,0,23921
49,7049,18,15,0,26856
2934,8001,26,11,0,38591
1281,7117,1,14,0,1956
4672,6828,26,11,0,38643
3535,2293,11,11,0,16946
7694,5203,11,14,0,15909
839,8212,0,47,0,807
9882,180,7,11,0,11339
836,3354,2,11,0,3707
7283,1442,1,11,0,1948
4042,8306,25,13,0,37409
4921,7826,8,14,0,12334
4080,7375,3,11,0,5637
4968,2050,14,11,0,21057
4705,867,18,11,0,26581
3304,1544,14,14,0,20903
4842,9021,0,11,0,1071
5942,8271,3,11,0,5064
73,494,7,13,0,10701
8047,2966,2,14,0,3945
8977,7608,11,13,0,16470
3557,8779,6,14,0,9841
3627,6579,2,11,0,3779
3912,5546,13,11,0,19209
1290,4699,25,11,0,37114
4330,5107,21,11,0,31087
2150,4331,2,11,0,4094
4330,5080,17,11,0,25611
4705,890,10,11,0,15042
7422,7375,19,11,0,28083
6114,3211,29,11,0,42959
1866,5952,13,11,0,19854
2941,5813,12,11,0,18484
1431,5465,0,11,0,1035
3184,3525,17,13,0,25004
8781,8338,12,11,0,18501
8201,1584,21,11,0,31024
3288,2765,9,47,0,13801
2747,10027,14,13,0,21056
7952,3960,20,11,0,30121
6279,4646,22,13,0,32483
5157,1985,22,47,0,32793
5260,1340,5,11,0,8361
5114,2891,0,11,0,713
3525,7663,12,11,0,18502
5826,7263,1,11,0,2455
7743,3488,27,32,0,39880
546,2716,2,47,0,2901
656,3211,12,11,0,18147
5931,7461,25,14,0,37016
546,1827,11,11,0,17119
2747,598,16,11,0,23743
6650,7814,3,14,0,4782
4284,2499,13,11,0,19787
9067,2767,4,47,0,7008
3912,9745,10,11,0,15529
786,1536,11,14,0,16373
4419,6801,10,47,0,15204
6485,2970,3,20,0,4934
5652,3877,26,13,0,38834
6725,5566,3,15,0,5085
6938,2166,15,11,0,22290
2209,987,26,11,0,38550
7022,4831,20,11,0,29483
9973,10235,4,14,0,6485
7743,10146,19,11,0,28610
3213,988,11,11,0,17110
6619,5379,14,13,0,21306
5100,1001,22,11,0,32556
5639,5784,13,11,0,20086
8905,7540,0,32,0,1237
4307,5468,24,11,0,34718
3304,5427,12,11,0,18692
9143,3696,3,14,0,5499
3701,8175,5,20,0,8352
3912,2486,15,11,0,22384
8767,8834,8,14,0,11520
7950,3019,4,11,0,6922
9939,2883,14,11,0,21515
7299,292,28,11,0,40791
9929,9185,1,13,0,2201
7150,6814,28,11,0,41033
5260,2954,27,11,0,40070
3570,5452,22,11,0,32359
1429,10133,16,11,0,23508
7743,10210,3,13,0,4437
3070,3542,25,11,0,37282
4073,1587,24,11,0,35570
3007,4822,13,11,0,19815
4140,3530,8,13,0,11729
2286,2566,7,11,0,10891
6753,7636,28,11,0,40860
7320,7658,6,11,0,9831
6593,4627,13,13,0,19402
5815,8750,23,11,0,34223
5137,2458,24,13,0,35213
8801,2486,28,11,0,41597
7337,6820,1,11,0,2091
5047,4737,29,11,0,43052
3912,4338,25,11,0,36716
4725,8304,4,13,0,6857
3326,7658,10,11,0,15484
6725,8141,29,14,0,41964
73,2312,20,11,0,29337
5670,4095,18,11,0,27153
9534,3216,28,11,0,41560
3892,7610,8,14,0,12893
4325,6352,2,13,0,4215
7022,9506,12,11,0,18657
1395,9330,5,13,0,8335
1072,6806,1,47,0,2223
2727,5586,2,11,0,4141
4301,2820,3,13,0,5546
3912,5914,4,11,0,6505
3559,432,1,11,0,1969
5157,1985,14,47,0,21267
5437,4086,9,11,0,13689
4093,7118,23,11,0,34352
2083,422,18,11,0,27230
2654,107,20,11,0,29540
7608,9887,12,14,0,18549
1634,8060,11,11,0,16570
5999,9726,12,32,0,18036
6619,4115,0,13,0,186
612,4550,10,32,0,15482
6560,8487,4,15,0,6368
8977,2410,14,11,0,20934
4517,819,15,11,0,22615
5497,6002,3,14,0,5692
839,3655,7,11,0,10902
3201,8306,18,13,0,25937
5137,6103,22,11,0,32509
8623,5379,4,13,0,6536
898,9542,4,14,0,6140
2740,1438,3,11,0,5642
4097,6103,21,11,0,30286
4093,9529,25,11,0,36860
443,7856,17,47,0,25728
1866,1942,14,15,0,21526
8905,7446,10,15,0,14853
3632,832,1,11,0,2450
5705,8019,3,11,0,5277
9671,3210,22,11,0,32455
637,6331,1,11,0,2542
5826,8306,15,13,0,22121
2823,9880,6,14,0,8821
9067,4482,0,15,0,405
4472,4237,7,13,0,11206
656,4703,28,11,0,41069
5942,10034,11,13,0,17125
2113,1919,15,11,0,22221
3576,7196,29,11,0,42604
2142,5067,20,11,0,30083
7909,9898,17,14,0,25073
836,4885,3,11,0,5216
8758,10052,26,13,0,38551
3213,2408,16,11,0,23907
1281,8523,1,14,0,1958
558,4338,29,11,0,43024
6787,3877,7,13,0,10875
2366,9832,4,14,0,6967
4517,8414,21,14,0,31160
4073,8304,14,13,0,21314
4140,6482,8,13,0,11864
4042,7971,4,13,0,6781
6371,9506,11,11,0,17104
973,287,17,13,0,25807
4097,7196,0,11,0,629
4489,2776,14,11,0,21558
2020,4480,11,14,0,17263
1830,726,20,11,0,30145
969,8831,26,11,0,38682
836,4824,3,11,0,5165
6546,1064,23,11,0,34190
9929,5896,1,13,0,2606
6546,2984,18,11,0,27202
744,9959,5,32,0,8549
8201,10120,21,11,0,31067
6551,2107,28,11,0,41636
7673,5192,22,11,0,32182
2761,8813,9,11,0,14000
3892,5601,2,20,0,3657
5705,9466,21,11,0,31318
5490,5541,3,14,0,5714
5705,6162,17,11,0,25457
3632,928,4,11,0,6884
1830,4790,17,11,0,25700
845,1004,8,11,0,12282
1075,5301,26,32,0,38162
5114,6177,13,11,0,19908
2524,3673,11,11,0,17083
8801,6196,16,11,0,24258
5999,8130,4,23,0,6586
7567,8064,12,11,0,17856
5260,2101,6,11,0,9300
6547,9559,1,14,0,2607
7150,4229,6,11,0,8644
6011,4338,29,32,0,42397
2790,5740,5,13,0,8492
2291,1231,1,15,0,2490
4325,3172,14,13,0,21151
8398,8716,2,11,0,3542
7950,6623,4,11,0,6710
4477,6326,1,13,0,2676
6446,6322,13,11,0,19973
8761,8119,23,11,0,34019
6011,3210,21,32,0,31186
5741,6900,3,14,0,5437
5171,7473,0,15,0,137
3472,9576,4,20,0,6415
3998,4314,8,11,0,12417
6347,6695,3,14,0,5117
4638,9300,27,11,0,40243
612,6194,14,11,0,20780
7686,7375,18,11,0,26819
5741,6900,5,14,0,8249
8977,392,16,11,0,24062
1431,8060,14,11,0,21511
8758,8690,4,11,0,6477
6224,2788,24,11,0,35817
3326,6943,1,11,0,1985
6731,4491,4,13,0,6526
833,6229,6,11,0,9217
7950,2302,2,11,0,3922
3467,3341,3,11,0,4903
4638,7810,28,11,0,41621
7299,507,29,11,0,42458
7283,8785,10,11,0,14935
8367,1602,2,13,0,3162
1395,9289,5,11,0,8331
3092,6086,0,32,0,1076
8620,9550,6,14,0,9779
9873,5087,24,11,0,35752
6384,8377,28,11,0,41115
8746,1540,5,11,0,7763
354,2833,2,13,0,3938
3632,8818,12,11,0,18546
3288,1294,14,32,0,21462
4120,9724,29,11,0,42832
5772,1576,21,11,0,30899
3557,7799,4,15,0,7140
3092,3376,3,14,0,4363
2934,6938,26,11,0,38595
7921,4426,29,14,0,42966
4638,5546,28,11,0,41622
1692,2223,10,14,0,15042
8761,9552,29,11,0,42365
8758,2502,24,11,0,35640
9553,3023,0,13,0,1402
1545,890,15,11,0,22989
7150,1340,8,11,0,12570
9868,6937,8,12,0,11552
6511,3376,3,14,0,5526
4968,5698,20,11,0,29982
6212,2340,0,47,0,1047
8838,5657,5,32,0,8256
5657,8673,28,11,0,41561
8977,5575,10,11,0,14983
2261,5524,0,14,0,626
5613,1627,11,15,0,15844
2694,1925,3,14,0,5481
1022,7179,5,32,0,7837
6746,1460,28,11,0,40871
1075,4579,26,32,0,38162
4604,9160,4,14,0,7131
764,6103,22,11,0,32214
2142,6162,29,11,0,42973
3525,3500,8,11,0,11975
974,6676,5,14,0,8127
5231,937,17,11,0,25652
4011,10149,25,11,0,37163
9143,7049,4,15,0,7036
2142,1880,29,11,0,43003
58,7436,5,14,0,8545
9010,4584,20,32,0,29077
2417,7790,1,23,0,1446
1161,8134,4,14,0,5911
2177,3105,15,32,0,22674
637,824,15,14,0,21752
1072,3220,29,11,0,42608
4284,9046,7,11,0,11251
2113,4670,29,11,0,42355
5114,5435,13,11,0,19915
8977,9534,10,11,0,15004
8977,8278,8,11,0,12170
4140,7693,18,11,0,26810
3535,2314,11,11,0,17148
2113,5809,17,11,0,25647
1545,3507,5,13,0,8588
1411,3707,3,15,0,5442
4638,665,29,13,0,42668
6011,1780,21,32,0,30822
3557,5162,4,15,0,7068
2366,4076,4,14,0,6508
4563,1728,16,14,0,24211
831,4523,2,13,0,3391
354,4972,12,13,0,18396
8746,3542,12,11,0,18524
5867,4122,7,11,0,11339
6560,5953,3,14,0,5603
3326,8291,8,13,0,12067
5260,1757,18,13,0,27311
9872,815,29,11,0,42712
3892,7932,28,14,0,41641
7743,7617,25,11,0,37103
612,4682,14,11,0,20687
7409,5165,29,11,0,42879
1346,3062,2,15,0,3465
5942,7599,13,13,0,19469
6547,1969,1,14,0,2786
6511,4331,14,11,0,20742
9873,5143,24,11,0,35855
558,3019,29,11,0,43066
6749,10372,4,32,0,6792
2366,1212,11,14,0,16561
2286,6510,9,11,0,13802
5705,9300,3,11,0,5401
5639,4694,13,11,0,20081
5942,5010,25,13,0,36835
3603,9529,27,11,0,39821
354,8647,11,13,0,16851
4073,5172,18,11,0,26838
5853,9176,10,14,0,14967
1843,6758,12,47,0,17967
9954,5557,8,14,0,12416
1281,6723,17,15,0,25455
3252,1984,19,47,0,28547
1429,3655,16,11,0,23683
9127,9506,1,11,0,2010
5673,2458,29,13,0,43010
6011,9405,21,32,0,30867
9321,5048,17,11,0,25220
637,2851,1,11,0,2194
1976,3542,26,11,0,38562
5705,5836,14,11,0,20942
7500,8469,24,14,0,35328
8620,1594,1,14,0,2356
7409,6194,29,11,0,42796
5633,2776,26,11,0,38681
2998,2737,29,32,0,42698
73,410,17,11,0,25681
9881,4511,4,15,0,6851
5752,6157,3,11,0,5556
2083,488,25,11,0,36680
3304,6943,10,11,0,15676
6329,5241,15,11,0,22917
7743,6007,12,11,0,18436
8758,3525,13,13,0,18793
3693,9878,4,14,0,5811
9143,1262,5,11,0,8128
546,357,11,11,0,16739
9803,3868,10,13,0,15407
6697,8119,28,11,0,40991
6650,5528,3,14,0,4812
1634,6579,4,11,0,6382
1285,2763,3,32,0,5534
3288,1141,19,11,0,28064
5475,8552,4,47,0,6872
7337,864,4,11,0,6513
443,8001,17,11,0,25739
2378,8064,22,11,0,32197
73,867,3,11,0,5241
7481,7656,17,11,0,25715
8217,6657,6,14,0,9847
8398,9186,4,15,0,7198
5231,867,20,11,0,29619
9536,7588,19,13,0,28736
6409,3657,14,11,0,21464
9127,5997,13,11,0,19373
4362,624,1,11,0,1442
4381,4800,9,15,0,14365
4073,7693,18,11,0,26841
744,5480,2,11,0,3680
2150,1587,2,11,0,4281
6025,7871,21,47,0,30883
656,3233,12,11,0,18092
4080,3361,22,14,0,33000
2000,5952,20,11,0,29571
8608,6868,23,13,0,34362
7481,4685,10,11,0,15581
4472,4983,13,13,0,19838
1429,7313,16,11,0,23537
4705,890,18,11,0,26638
6687,4038,4,15,0,6751
546,1648,2,47,0,3738
2451,4632,17,13,0,25770
2426,3161,14,13,0,20957
7686,6331,18,11,0,27117
6593,7118,24,11,0,35265
3748,5953,28,14,0,41088
4073,3342,26,11,0,38390
5633,5021,0,13,0,624
4489,839,20,11,0,30154
8758,4703,24,11,0,35645
4563,9313,16,14,0,24165
9973,2228,3,14,0,5083
6650,3348,28,11,0,41493
1290,4562,22,47,0,32785
6787,7608,14,13,0,21326
1281,2255,3,13,0,5461
3288,2580,11,11,0,16450
3912,5065,3,11,0,5592
7840,6943,13,11,0,19410
9873,5452,29,11,0,42459
8088,5740,21,13,0,31211
3467,1369,12,13,0,18012
3603,6870,14,13,0,20949
1916,4622,3,13,0,5010
4328,5972,17,11,0,25569
8938,4061,12,11,0,18560
6011,2314,28,32,0,40959
558,6691,29,11,0,42970
6687,3438,20,47,0,29970
546,8889,2,47,0,2980
637,7711,16,11,0,24095
2765,6409,21,47,0,31466
2934,3896,26,11,0,38598
6551,4146,9,47,0,14225
3632,5128,8,11,0,12875
6723,1780,13,11,0,19902
2286,1881,14,11,0,20684
8706,10027,25,13,0,36429
9868,10072,13,12,0,19034
8217,6080,2,32,0,3416
8977,8854,29,11,0,42429
4705,651,8,11,0,12635
8510,4085,15,11,0,22460
6593,8149,24,11,0,35292
6546,6525,5,11,0,8217
2823,8826,3,14,0,4468
6948,1293,18,32,0,25959
2113,6331,4,11,0,6853
1830,10120,15,11,0,22489
4604,5952,29,11,0,42436
7743,8170,8,11,0,12855
6546,3345,17,11,0,25775
7150,623,27,11,0,39906
8838,4827,4,14,0,5856
1916,2429,2,13,0,3718
6511,6278,5,11,0,8627
7596,6550,19,11,0,28742
2524,6624,11,11,0,17225
8736,7588,17,13,0,25678
8201,4360,22,11,0,31726
637,2788,20,11,0,30108
6753,624,23,11,0,33689
6446,7403,6,11,0,9993
3557,3415,21,20,0,31179
5157,5568,3,14,0,5562
4472,6840,14,13,0,21387
2790,6523,6,11,0,9866
2177,7860,17,32,0,25840
2291,4078,1,14,0,2337
3603,5740,14,13,0,20933
8436,2458,28,13,0,41393
786,6690,0,15,0,1256
2694,8484,2,14,0,3549
637,8304,1,13,0,2204
6787,1467,7,11,0,11344
5999,2198,29,32,0,42357
1843,4157,12,47,0,18025
73,10110,10,11,0,15205
3007,3151,25,11,0,37075
4866,4646,15,13,0,22273
764,4405,21,11,0,31580
5157,962,28,11,0,41652
7273,4109,4,14,0,6898
6705,2500,29,11,0,42991
2747,3500,16,11,0,23736
1634,6370,2,11,0,4190
6511,7918,10,11,0,15146
3851,4441,5,11,0,7891
7337,8316,9,13,0,14019
845,7545,13,11,0,19704
2790,6943,7,11,0,11201
2291,4350,17,11,0,25432
3472,4855,2,13,0,3988
637,6825,13,11,0,19746
8705,8480,1,13,0,2267
2524,1184,12,11,0,17359
7497,869,29,11,0,43102
164,8464,8,11,0,12627
6329,2162,3,11,0,4884
9143,9204,5,15,0,7901
3252,509,14,11,0,20715
5633,4061,22,11,0,32742
1634,8379,1,11,0,2566
8201,3849,16,13,0,24249
3632,6934,0,11,0,673
8436,1027,2,13,0,3853
845,838,13,11,0,19691
3252,2188,15,11,0,22596
5965,5184,13,14,0,19541
6224,699,24,11,0,35832
546,1827,7,11,0,11293
5117,996,14,11,0,20866
637,612,22,11,0,32381
4120,2555,6,11,0,9844
2113,1584,15,11,0,22226
8088,5379,8,13,0,12701
4608,3424,6,11,0,9934
5942,1928,3,15,0,5251
4638,9405,28,11,0,41582
5047,2902,22,11,0,31697
4477,9453,6,13,0,9412
5613,3947,12,14,0,18340
546,415,12,11,0,18717
6731,1305,2,32,0,4140
4494,6830,7,11,0,10728
8758,9795,0,11,0,576
7950,3201,9,11,0,13918
6329,1925,6,14,0,9499
8758,2130,13,11,0,18833
3912,4682,22,11,0,32807
5915,4979,15,13,0,22812
7686,6331,18,11,0,26407
9671,3705,13,11,0,20122
6011,2993,21,32,0,30905
6329,6959,3,11,0,4861
1075,3717,1,14,0,2657
1060,9949,2,32,0,3804
3871,5065,5,11,0,7904
7273,8294,13,12,0,19589
9321,8671,13,11,0,19581
2075,6870,11,13,0,16721
6725,1963,26,14,0,37520
4526,2300,1,11,0,2528
8746,2107,11,11,0,16393
2765,5860,23,11,0,34410
9321,1573,13,11,0,19615
5931,3772,20,32,0,28804
4489,948,12,11,0,18641
5231,6815,6,11,0,9686
7273,8732,5,14,0,8324
5830,1231,2,15,0,2952
7909,9659,1,11,0,2801
4921,7599,2,13,0,3648
1830,1117,29,11,0,42953
2483,125,25,11,0,36600
4921,1745,6,13,0,9907
7459,8485,13,14,0,20149
1545,3161,4,13,0,6581
3300,2278,22,11,0,32287
7694,976,21,14,0,30516
2765,9250,22,47,0,32287
4097,6413,11,47,0,17131
969,1269,27,11,0,40216
6551,10354,4,47,0,6906
3144,6709,29,14,0,43152
164,864,8,11,0,12526
4120,9803,22,11,0,32148
5100,6816,0,11,0,510
1431,2145,14,11,0,21492
2791,8083,19,11,0,28524
8907,8604,4,11,0,7081
5915,6787,13,47,0,20088
3603,3673,27,11,0,39798
7320,3752,0,15,0,145
9873,6585,24,11,0,35889
949,8134,4,14,0,6225
4362,776,1,11,0,2168
637,9300,20,11,0,30043
2976,7679,22,11,0,32514
7743,6934,17,11,0,25106
9534,4639,26,13,0,38580
4725,5414,4,11,0,6921
4494,2567,0,11,0,827
4968,49,3,11,0,5390
898,2228,3,14,0,4962
7840,5634,6,47,0,9242
3576,7584,29,13,0,42636
7150,867,5,11,0,8042
8955,9135,6,15,0,10064
6384,852,26,11,0,38514
4489,3505,14,11,0,21575
8458,1606,7,14,0,11051
5114,1808,13,11,0,19797
3912,9354,15,11,0,22384
2209,958,8,11,0,12299
1732,5706,2,11,0,4024
4298,2952,28,14,0,41515
7409,2887,15,11,0,22925
7686,7693,16,11,0,24001
354,3524,16,13,0,24129
5114,8750,7,11,0,11009
4073,7599,24,13,0,35478
546,488,24,11,0,35340
6409,3233,14,11,0,21403
4042,7832,0,14,0,740
7686,4095,19,11,0,28630
1830,6162,29,11,0,42817
1429,9021,0,11,0,1013
8382,627,29,11,0,42296
4307,6957,24,11,0,35729
8761,4468,28,11,0,40960
2261,7060,13,15,0,19730
7022,9205,1,13,0,1954
4921,1044,16,13,0,24362
5657,1422,24,11,0,35844
5772,4296,14,11,0,20639
9580,4366,2,11,0,3752
836,4053,3,11,0,5132
546,7918,12,11,0,18222
4705,948,8,11,0,12618
5114,1626,6,11,0,9341
4866,5760,15,13,0,22015
3570,4814,7,14,0,11114
6409,8001,14,11,0,21409
2694,9862,4,14,0,6986
